osm_id,name,building,building:levels,height,addr:housenumber,addr:street,addr:postcode,amenity,shop,tourism,historic,start_date,wikidata
"way/488352111","","yes","","","","","","","","","","",""
"way/488352112","","yes","","","","","","","","","","",""
"way/488352113","","yes","","","","","","","","","","",""
"way/488352114","","yes","","","","","","","","","","",""
"way/488360704","","yes","","","","","","","","","","",""
"way/488360705","","yes","","","","","","","","","","",""
"way/488360706","","yes","","","804","Galisteo Street","87505","","","","","",""
"way/488360707","","yes","","","","","","","","","","",""
"way/488360708","","yes","","","","","","","","","","",""
"way/488360709","","yes","","","802","Galisteo Street","87505","","","","","",""
"way/488360710","","yes","","","732","Galisteo Street","87505","","","","","",""
"way/488360711","","yes","","","740","Galisteo Street","87505","","","","","",""
"way/488360712","","yes","","","738","Galisteo Street","87505","","","","","",""
"way/488360713","","yes","","","","","","","","","","",""
"way/488360714","","yes","","","728","Galisteo Street","87505","","","","","",""
"way/488360715","","yes","","","","","","","","","","",""
"way/488360716","","yes","","","","","","","","","","",""
"way/488360717","","yes","","","","","","","","","","",""
"way/488360718","","yes","","","","","","","","","","",""
"way/488360719","","yes","","","","","","","","","","",""
"way/488360720","","yes","","","","","","","","","","",""
"way/488360721","","yes","","","","","","","","","","",""
"way/488360722","","yes","","","","","","","","","","",""
"way/488360723","","yes","","","","","","","","","","",""
"way/488360724","","yes","","","","","","","","","","",""
"way/488360725","","yes","","","","","","","","","","",""
"way/488360726","","yes","","","","","","","","","","",""
"way/488360727","","yes","","","","","","","","","","",""
"way/488360728","","yes","","","","","","","","","","",""
"way/488360729","","yes","","","","","","","","","","",""
"way/488360730","","yes","","","","","","","","","","",""
"way/488360731","","yes","","","","","","","","","","",""
"way/488360732","","yes","","","","","","","","","","",""
"way/488360733","","yes","","","","","","","","","","",""
"way/488360734","","yes","","","","","","","","","","",""
"way/488360735","","yes","1","","805","Allendale Street","87505","","","","","",""
"way/488360736","","yes","","","","","","","","","","",""
"way/488360737","","yes","","","","","","","","","","",""
"way/488360738","","yes","","","","","","","","","","",""
"way/488360739","","yes","1","","811","Allendale Street","87505","","","","","",""
"way/488360740","","yes","1","","815","Allendale Street","87505","","","","","",""
"way/488360741","","yes","","","","","","","","","","",""
"way/488360742","","yes","1","","819","Allendale Street","87505","","","","","",""
"way/488360743","","yes","","","","","","","","","","",""
"way/488360744","","yes","1","","825","Allendale Street","87505","","","","","",""
"way/488360745","","yes","1","","823","Allendale Street","87505","","","","","",""
"way/490432781","","yes","","","","","","","","","","",""
"way/490432782","","yes","","","","","","","","","","",""
"way/490432783","","yes","","","","","","","","","","",""
"way/490432784","","yes","","","","","","","","","","",""
"way/490432785","","yes","","","","","","","","","","",""
"way/490432786","","yes","","","","","","","","","","",""
"way/490432787","","yes","","","","","","","","","","",""
"way/490432788","","yes","","","","","","","","","","",""
"way/490432789","","yes","","","","","","","","","","",""
"way/490432790","","yes","","","","","","","","","","",""
"way/490432791","","yes","","","","","","","","","","",""
"way/490432792","","yes","","","","","","","","","","",""
"way/490432793","","yes","","","","","","","","","","",""
"way/490521939","","yes","","","","","","","","","","",""
"way/490521940","","yes","","","","","","","","","","",""
"way/490521941","","yes","","","","","","","","","","",""
"way/490521942","","yes","","","","","","","","","","",""
"way/490521943","","yes","","","","","","","","","","",""
"way/490521944","","yes","","","","","","","","","","",""
"way/490521945","","yes","","","","","","","","","","",""
"way/490521946","","yes","","","","","","","","","","",""
"way/490521947","","yes","","","","","","","","","","",""
"way/490521948","","yes","","","","","","","","","","",""
"way/490521949","","yes","","","","","","","","","","",""
"way/490521955","","yes","","","","","","","","","","",""
"way/490521956","","yes","","","","","","","","","","",""
"way/490521960","","yes","","","","","","","","","","",""
"way/490521965","","yes","","","","","","","","","","",""
"way/490521966","","yes","","","","","","","","","","",""
"way/490521970","","yes","","","","","","","","","","",""
"way/490521971","","yes","","","","","","","","","","",""
"way/490521973","","yes","","","","","","","","","","",""
"way/490521974","","yes","","","805","Galisteo Street","87505","","","","","",""
"way/490521976","","yes","","","","","","","","","","",""
"way/490521977","","yes","","","","","","","","","","",""
"way/490521978","","yes","","","","","","","","","","",""
"way/490521979","","yes","","","","","","","","","","",""
"way/490521980","","yes","","","","","","","","","","",""
"way/490521981","","yes","","","","","","","","","","",""
"way/490521982","","yes","","","","","","","","","","",""
"way/490521983","","yes","","","","","","","","","","",""
"way/490521984","","yes","","","","","","","","","","",""
"way/490521985","","yes","","","","","","","","","","",""
"way/490521986","","yes","","","","","","","","","","",""
"way/490521987","","yes","","","","","","","","","","",""
"way/490521988","","yes","","","","","","","","","","",""
"way/490521989","","yes","","","","","","","","","","",""
"way/490521990","","yes","","","","","","","","","","",""
"way/490521991","","yes","","","","","","","","","","",""
"way/490521992","","yes","","","","","","","","","","",""
"way/490521993","","yes","","","","","","","","","","",""
"way/490521994","","yes","","","","","","","","","","",""
"way/490521995","","yes","","","","","","","","","","",""
"way/490521996","","yes","","","","","","","","","","",""
"way/490521997","","yes","","","","","","","","","","",""
"way/490521998","","yes","","","","","","","","","","",""
"way/490521999","","yes","","","","","","","","","","",""
"way/490522000","","yes","","","","","","","","","","",""
"way/490522001","","yes","","","","","","","","","","",""
"way/490522002","","yes","","","","","","","","","","",""
"way/490522003","","yes","","","","","","","","","","",""
"way/490522004","","yes","","","","","","","","","","",""
"way/490522005","","yes","","","","","","","","","","",""
"way/490522006","","yes","","","","","","","","","","",""
"way/490522007","","yes","","","","","","","","","","",""
"way/490522008","","yes","","","","","","","","","","",""
"way/490522009","","yes","","","","","","","","","","",""
"way/490522010","","yes","","","","","","","","","","",""
"way/490522011","","yes","","","","","","","","","","",""
"way/490522012","","yes","","","","","","","","","","",""
"way/490522013","","yes","","","","","","","","","","",""
"way/490522014","","yes","","","","","","","","","","",""
"way/490522015","","yes","","","","","","","","","","",""
"way/490522016","","yes","","","","","","","","","","",""
"way/490522017","","yes","","","","","","","","","","",""
"way/490522018","","yes","","","","","","","","","","",""
"way/490522019","","yes","","","","","","","","","","",""
"way/490522020","","yes","","","","","","","","","","",""
"way/490522021","","yes","","","","","","","","","","",""
"way/490522022","","yes","","","","","","","","","","",""
"way/490522023","","yes","","","","","","","","","","",""
"way/490522024","","yes","","","","","","","","","","",""
"way/490522025","","yes","","","","","","","","","","",""
"way/490522026","","yes","","","","","","","","","","",""
"way/490522027","","yes","","","","","","","","","","",""
"way/490522028","","yes","","","","","","","","","","",""
"way/490522029","","yes","","","","","","","","","","",""
"way/490522030","","yes","","","","","","","","","","",""
"way/490522031","","yes","","","","","","","","","","",""
"way/490522032","","yes","","","","","","","","","","",""
"way/490522033","","yes","","","","","","","","","","",""
"way/490522034","","yes","","","","","","","","","","",""
"way/490522035","","yes","","","","","","","","","","",""
"way/490522036","","yes","","","","","","","","","","",""
"way/490522037","","yes","","","","","","","","","","",""
"way/490531028","","yes","","","","","","","","","","",""
"way/490531030","","yes","","","","","","","","","","",""
"way/490531032","","yes","","","","","","","","","","",""
"way/490531033","","yes","","","","","","","","","","",""
"way/490531034","","yes","","","","","","","","","","",""
"way/490531036","","yes","","","","","","","","","","",""
"way/490531037","","yes","","","","","","","","","","",""
"way/490531039","","yes","","","","","","","","","","",""
"way/490531041","","yes","","","","","","","","","","",""
"way/490531042","","yes","","","","","","","","","","",""
"way/490531044","","yes","","","","","","","","","","",""
"way/490531046","","yes","","","","","","","","","","",""
"way/490531078","","yes","","","","","","","","","","",""
"way/490531080","","yes","","","","","","","","","","",""
"way/490531082","","yes","","","","","","","","","","",""
"way/490531083","","yes","","","","","","","","","","",""
"way/490531085","","yes","","","","","","","","","","",""
"way/490531087","","yes","","","","","","","","","","",""
"way/490531088","","yes","","","","","","","","","","",""
"way/490531090","","yes","","","","","","","","","","",""
"way/490531092","","yes","","","","","","","","","","",""
"way/490531094","","yes","","","","","","","","","","",""
"way/490531095","","yes","","","","","","","","","","",""
"way/490531098","","yes","","","","","","","","","","",""
"way/490531100","","yes","","","","","","","","","","",""
"way/490531103","","yes","","","","","","","","","","",""
"way/490531106","","yes","","","","","","","","","","",""
"way/490531108","","yes","","","","","","","","","","",""
"way/490531175","","yes","","","","","","","","","","",""
"way/490531177","","yes","","","","","","","","","","",""
"way/490531179","","yes","","","","","","","","","","",""
"way/490531184","","yes","","","","","","","","","","",""
"way/490531186","","yes","","","","","","","","","","",""
"way/490531188","","yes","","","","","","","","","","",""
"way/490531190","","yes","","","","","","","","","","",""
"way/490531192","","yes","","","","","","","","","","",""
"way/490531194","","yes","","","","","","","","","","",""
"way/490531196","","yes","","","","","","","","","","",""
"way/490531197","","yes","","","","","","","","","","",""
"way/490531199","","yes","","","","","","","","","","",""
"way/490531201","","yes","","","","","","","","","","",""
"way/490531202","","yes","","","","","","","","","","",""
"way/490531204","","yes","","","","","","","","","","",""
"way/490531205","","yes","","","","","","","","","","",""
"way/490531207","","yes","","","","","","","","","","",""
"way/490531208","","yes","","","","","","","","","","",""
"way/490531210","","yes","","","","","","","","","","",""
"way/490531211","","yes","","","","","","","","","","",""
"way/490531213","","yes","","","","","","","","","","",""
"way/490531214","","yes","","","","","","","","","","",""
"way/490531216","","yes","","","","","","","","","","",""
"way/490531217","","yes","","","","","","","","","","",""
"way/490531219","","yes","","","","","","","","","","",""
"way/490531221","","yes","","","","","","","","","","",""
"way/490531222","","yes","","","","","","","","","","",""
"way/490531224","","yes","","","","","","","","","","",""
"way/490531226","","yes","","","","","","","","","","",""
"way/490531228","","yes","","","","","","","","","","",""
"way/490531229","","yes","","","","","","","","","","",""
"way/490531231","","yes","","","","","","","","","","",""
"way/490531232","","yes","","","","","","","","","","",""
"way/490531234","","yes","","","","","","","","","","",""
"way/490531236","","yes","","","","","","","","","","",""
"way/490531238","","yes","","","","","","","","","","",""
"way/490531241","","yes","","","","","","","","","","",""
"way/490531243","","yes","","","","","","","","","","",""
"way/490531245","","yes","","","","","","","","","","",""
"way/490531247","","yes","","","","","","","","","","",""
"way/490534516","","yes","","","","","","","","","","",""
"way/490534517","","yes","","","","","","","","","","",""
"way/490534518","","yes","","","","","","","","","","",""
"way/490534519","","yes","","","","","","","","","","",""
"way/490534520","","yes","","","","","","","","","","",""
"way/490534521","","yes","","","","","","","","","","",""
"way/490534522","","yes","","","","","","","","","","",""
"way/490534523","","yes","","","","","","","","","","",""
"way/490534524","","yes","","","","","","","","","","",""
"way/490534525","","yes","","","","","","","","","","",""
"way/490534526","","yes","","","","","","","","","","",""
"way/490534527","","yes","","","","","","","","","","",""
"way/490534528","","yes","","","","","","","","","","",""
"way/490534529","","yes","","","","","","","","","","",""
"way/490534530","","yes","","","","","","","","","","",""
"way/490534531","","yes","","","","","","","","","","",""
"way/490534532","","yes","","","","","","","","","","",""
"way/490534533","","yes","","","","","","","","","","",""
"way/490534534","","yes","","","","","","","","","","",""
"way/490534535","","yes","","","","","","","","","","",""
"way/490534536","","yes","","","","","","","","","","",""
"way/490534537","","yes","","","","","","","","","","",""
"way/490534538","","yes","","","","","","","","","","",""
"way/490534539","","yes","","","","","","","","","","",""
"way/490534540","","yes","","","","","","","","","","",""
"way/490534541","","yes","","","","","","","","","","",""
"way/490534542","","yes","","","","","","","","","","",""
"way/490534543","","yes","","","","","","","","","","",""
"way/490534544","","yes","","","","","","","","","","",""
"way/490534545","","yes","","","","","","","","","","",""
"way/490534546","","yes","","","","","","","","","","",""
"way/490534547","","yes","","","","","","","","","","",""
"way/490534548","","yes","","","","","","","","","","",""
"way/490534549","","yes","","","","","","","","","","",""
"way/490534550","","yes","","","","","","","","","","",""
"way/490534551","","yes","","","","","","","","","","",""
"way/490534552","","yes","","","","","","","","","","",""
"way/490534553","","yes","","","","","","","","","","",""
"way/490534554","","yes","","","","","","","","","","",""
"way/490534555","","yes","","","","","","","","","","",""
"way/490534556","","yes","","","","","","","","","","",""
"way/490534557","","yes","","","","","","","","","","",""
"way/490534558","","yes","","","","","","","","","","",""
"way/490534559","","yes","","","","","","","","","","",""
"way/490534560","","yes","","","","","","","","","","",""
"way/490534561","","yes","","","","","","","","","","",""
"way/490534562","","yes","","","","","","","","","","",""
"way/490534563","","yes","","","","","","","","","","",""
"way/490534564","","yes","","","","","","","","","","",""
"way/490542341","","yes","","","","","","","","","","",""
"way/490542344","","yes","","","","","","","","","","",""
"way/490542345","","yes","","","","","","","","","","",""
"way/490542346","","yes","","","","","","","","","","",""
"way/490542347","","yes","","","","","","","","","","",""
"way/490542348","","yes","","","","","","","","","","",""
"way/490542349","","yes","","","","","","","","","","",""
"way/490542350","","yes","","","","","","","","","","",""
"way/490542351","","yes","","","","","","","","","","",""
"way/490542352","","yes","","","","","","","","","","",""
"way/490542354","","yes","","","","","","","","","","",""
"way/490542355","","yes","","","","","","","","","","",""
"way/490542356","","yes","","","","","","","","","","",""
"way/490542357","","yes","","","","","","","","","","",""
"way/490542358","","yes","","","","","","","","","","",""
"way/490542370","","yes","","","","","","","","","","",""
"way/490542372","","yes","","","","","","","","","","",""
"way/490542373","","yes","","","","","","","","","","",""
"way/490542374","","yes","","","","","","","","","","",""
"way/490542375","","yes","","","","","","","","","","",""
"way/490542376","","yes","","","","","","","","","","",""
"way/490542377","","yes","","","","","","","","","","",""
"way/490542378","","yes","","","","","","","","","","",""
"way/490542379","","yes","","","","","","","","","","",""
"way/490542380","","yes","","","","","","","","","","",""
"way/490542381","","yes","","","","","","","","","","",""
"way/490542382","","yes","","","","","","","","","","",""
"way/490542383","","yes","","","","","","","","","","",""
"way/490542384","","yes","","","","","","","","","","",""
"way/490542385","","yes","","","","","","","","","","",""
"way/490542386","","yes","","","","","","","","","","",""
"way/490542387","","yes","","","","","","","","","","",""
"way/490542388","","yes","","","","","","","","","","",""
"way/490542389","","yes","","","","","","","","","","",""
"way/490542390","","yes","","","","","","","","","","",""
"way/490542391","","yes","","","","","","","","","","",""
"way/490542392","","yes","","","","","","","","","","",""
"way/490542393","","yes","","","","","","","","","","",""
"way/490542394","","yes","","","","","","","","","","",""
"way/490542395","","yes","","","","","","","","","","",""
"way/490542396","","yes","","","","","","","","","","",""
"way/490542397","","yes","","","","","","","","","","",""
"way/490542398","","yes","","","","","","","","","","",""
"way/490542399","","yes","","","","","","","","","","",""
"way/490542400","","yes","","","","","","","","","","",""
"way/490542401","","yes","","","","","","","","","","",""
"way/490542402","","yes","","","","","","","","","","",""
"way/490542403","","yes","","","","","","","","","","",""
"way/490542404","","yes","","","","","","","","","","",""
"way/490542405","","yes","","","","","","","","","","",""
"way/490542406","","yes","","","","","","","","","","",""
"way/490542407","","yes","","","","","","","","","","",""
"way/490542408","","yes","","","","","","","","","","",""
"way/490542409","","yes","","","","","","","","","","",""
"way/490542410","","yes","","","","","","","","","","",""
"way/490542411","","yes","","","","","","","","","","",""
"way/490542412","","yes","","","","","","","","","","",""
"way/490542413","","yes","","","","","","","","","","",""
"way/490542414","","yes","","","","","","","","","","",""
"way/490542415","","yes","","","","","","","","","","",""
"way/490542416","","yes","","","","","","","","","","",""
"way/490542417","","yes","","","","","","","","","","",""
"way/490542418","","yes","","","","","","","","","","",""
"way/490544823","","yes","","","","","","","","","","",""
"way/490544824","","yes","","","","","","","","","","",""
"way/490544825","","yes","","","","","","","","","","",""
"way/490544826","","yes","","","","","","","","","","",""
"way/490544827","","yes","","","","","","","","","","",""
"way/490550995","","yes","","","","","","","","","","",""
"way/490550996","","yes","","","","","","","","","","",""
"way/490550997","","yes","","","","","","","","","","",""
"way/490550998","","yes","","","","","","","","","","",""
"way/490550999","","yes","","","","","","","","","","",""
"way/490551000","","yes","","","","","","","","","","",""
"way/490551001","","yes","","","","","","","","","","",""
"way/490551002","","yes","","","","","","","","","","",""
"way/490551003","","yes","","","","","","","","","","",""
"way/490551004","","yes","","","","","","","","","","",""
"way/490551005","","yes","","","","","","","","","","",""
"way/490551006","","yes","","","","","","","","","","",""
"way/490551007","","yes","","","","","","","","","","",""
"way/490551008","","yes","","","","","","","","","","",""
"way/490551009","","yes","","","","","","","","","","",""
"way/490551010","","yes","","","","","","","","","","",""
"way/490551011","","yes","","","","","","","","","","",""
"way/490551012","","yes","","","","","","","","","","",""
"way/490551013","","yes","","","","","","","","","","",""
"way/490551014","","yes","","","","","","","","","","",""
"way/490551015","","yes","","","","","","","","","","",""
"way/490551016","","yes","","","","","","","","","","",""
"way/490551017","","yes","","","","","","","","","","",""
"way/490551018","","yes","","","","","","","","","","",""
"way/490551019","","yes","","","","","","","","","","",""
"way/490551020","","yes","","","","","","","","","","",""
"way/490551021","","yes","","","","","","","","","","",""
"way/490551022","","yes","","","","","","","","","","",""
"way/490551023","","yes","","","","","","","","","","",""
"way/490551024","","yes","","","","","","","","","","",""
"way/490551025","","yes","","","","","","","","","","",""
"way/490551026","","yes","","","","","","","","","","",""
"way/490551027","","yes","","","","","","","","","","",""
"way/490551028","","yes","","","","","","","","","","",""
"way/490551029","","yes","","","","","","","","","","",""
"way/490551030","","yes","","","","","","","","","","",""
"way/490551031","","yes","","","","","","","","","","",""
"way/490551032","","yes","","","","","","","","","","",""
"way/490551033","","yes","","","","","","","","","","",""
"way/490551034","","yes","","","","","","","","","","",""
"way/490551035","","yes","","","","","","","","","","",""
"way/490551036","","yes","","","","","","","","","","",""
"way/490551037","","yes","","","","","","","","","","",""
"way/490551038","","yes","","","","","","","","","","",""
"way/490551039","","yes","","","","","","","","","","",""
"way/490551040","","yes","","","","","","","","","","",""
"way/490551041","","yes","","","","","","","","","","",""
"way/490551042","","yes","","","","","","","","","","",""
"way/490551043","","yes","","","","","","","","","","",""
"way/490551044","","yes","","","","","","","","","","",""
"way/490551045","","yes","","","","","","","","","","",""
"way/490551046","","yes","","","","","","","","","","",""
"way/490551047","","yes","","","","","","","","","","",""
"way/490551048","","yes","","","","","","","","","","",""
"way/490551049","","yes","","","","","","","","","","",""
"way/490551050","","yes","","","","","","","","","","",""
"way/490551051","","yes","","","","","","","","","","",""
"way/490551052","","yes","","","","","","","","","","",""
"way/490551053","","yes","","","","","","","","","","",""
"way/490551054","","yes","","","","","","","","","","",""
"way/490551055","","yes","","","","","","","","","","",""
"way/490551056","","yes","","","","","","","","","","",""
"way/490551057","","yes","","","","","","","","","","",""
"way/490551058","","yes","","","","","","","","","","",""
"way/490551059","","yes","","","","","","","","","","",""
"way/490551060","","yes","","","","","","","","","","",""
"way/490551061","","yes","","","","","","","","","","",""
"way/490551062","","yes","","","","","","","","","","",""
"way/490551063","","yes","","","","","","","","","","",""
"way/490551064","","yes","","","","","","","","","","",""
"way/490551065","","yes","","","","","","","","","","",""
"way/490551066","","yes","","","","","","","","","","",""
"way/490551067","","yes","","","","","","","","","","",""
"way/490551068","","yes","","","","","","","","","","",""
"way/490551069","","yes","","","","","","","","","","",""
"way/490551070","","yes","","","","","","","","","","",""
"way/490551071","","yes","","","","","","","","","","",""
"way/490551072","","yes","","","","","","","","","","",""
"way/490551073","","yes","","","","","","","","","","",""
"way/490551074","","yes","","","","","","","","","","",""
"way/490551075","","yes","","","","","","","","","","",""
"way/490551076","","yes","","","","","","","","","","",""
"way/491700359","","yes","","","","","","","","","","",""
"way/491700360","","yes","","","","","","","","","","",""
"way/491700361","","yes","","","","","","","","","","",""
"way/491700362","","yes","","","","","","","","","","",""
"way/491700363","","yes","","","","","","","","","","",""
"way/491700364","","yes","","","","","","","","","","",""
"way/491700365","","yes","","","","","","","","","","",""
"way/491700366","","yes","","","","","","","","","","",""
"way/491700367","","yes","","","","","","","","","","",""
"way/491700368","","yes","","","","","","","","","","",""
"way/491700369","","yes","","","","","","","","","","",""
"way/491700370","","yes","","","","","","","","","","",""
"way/491700371","","yes","","","","","","","","","","",""
"way/491700372","","yes","","","","","","","","","","",""
"way/491700373","","yes","","","","","","","","","","",""
"way/491700374","","yes","","","","","","","","","","",""
"way/491700375","","yes","","","","","","","","","","",""
"way/491700376","","yes","","","","","","","","","","",""
"way/491700377","","yes","","","","","","","","","","",""
"way/491700378","","yes","","","","","","","","","","",""
"way/491700379","","yes","","","","","","","","","","",""
"way/491700380","","yes","","","","","","","","","","",""
"way/491700381","","yes","","","","","","","","","","",""
"way/491700382","","yes","","","","","","","","","","",""
"way/491700383","","yes","","","","","","","","","","",""
"way/491700384","","yes","","","","","","","","","","",""
"way/491700385","","yes","","","","","","","","","","",""
"way/491700386","","yes","","","","","","","","","","",""
"way/491700387","","yes","","","","","","","","","","",""
"way/491700388","","yes","","","","","","","","","","",""
"way/491700389","","yes","","","","","","","","","","",""
"way/491700390","","yes","","","","","","","","","","",""
"way/491700391","","yes","","","","","","","","","","",""
"way/491700392","","yes","","","","","","","","","","",""
"way/491700393","","yes","","","","","","","","","","",""
"way/491700394","","yes","","","","","","","","","","",""
"way/491700395","","yes","","","","","","","","","","",""
"way/491700396","","yes","","","","","","","","","","",""
"way/491700397","","yes","","","","","","","","","","",""
"way/491700398","","yes","","","","","","","","","","",""
"way/491700399","","yes","","","","","","","","","","",""
"way/491700400","","yes","","","","","","","","","","",""
"way/491700401","","yes","","","","","","","","","","",""
"way/491700402","","yes","","","","","","","","","","",""
"way/491700403","","yes","","","","","","","","","","",""
"way/491837445","","yes","","","","","","","","","","",""
"way/491837446","","yes","","","","","","","","","","",""
"way/491837447","","yes","","","","","","","","","","",""
"way/491837448","","yes","","","","","","","","","","",""
"way/491837449","","yes","","","","","","","","","","",""
"way/491837451","","yes","","","","","","","","","","",""
"way/491837454","","yes","","","","","","","","","","",""
"way/491837455","","yes","","","","","","","","","","",""
"way/491837456","","yes","","","","","","","","","","",""
"way/491837457","","yes","","","","","","","","","","",""
"way/491837458","","yes","","","","","","","","","","",""
"way/491837459","","yes","","","","","","","","","","",""
"way/491837460","","yes","","","","","","","","","","",""
"way/491837461","","yes","","","","","","","","","","",""
"way/491837462","","yes","","","","","","","","","","",""
"way/491837463","","yes","","","","","","","","","","",""
"way/491837464","","yes","","","","","","","","","","",""
"way/491837465","","yes","","","","","","","","","","",""
"way/491837466","","yes","","","","","","","","","","",""
"way/491837467","","yes","","","","","","","","","","",""
"way/491837468","","yes","","","","","","","","","","",""
"way/491837469","","yes","","","","","","","","","","",""
"way/491837470","","yes","","","","","","","","","","",""
"way/491837471","","yes","","","","","","","","","","",""
"way/491837472","","yes","","","","","","","","","","",""
"way/491837473","","yes","","","","","","","","","","",""
"way/491837474","","yes","","","","","","","","","","",""
"way/491837475","","yes","","","","","","","","","","",""
"way/491837476","","yes","","","","","","","","","","",""
"way/491837477","","yes","","","","","","","","","","",""
"way/491837478","","yes","","","","","","","","","","",""
"way/491837479","","yes","","","","","","","","","","",""
"way/491837480","","yes","","","","","","","","","","",""
"way/491837481","","yes","","","","","","","","","","",""
"way/491837482","","yes","","","","","","","","","","",""
"way/491837483","","yes","","","","","","","","","","",""
"way/491837484","","yes","","","","","","","","","","",""
"way/491837485","","yes","","","","","","","","","","",""
"way/491837486","","yes","","","","","","","","","","",""
"way/491837487","","yes","","","","","","","","","","",""
"way/491837490","","yes","","","","","","","","","","",""
"way/491837492","","yes","","","","","","","","","","",""
"way/491837493","","yes","","","","","","","","","","",""
"way/491837494","","yes","","","","","","","","","","",""
"way/491837495","","yes","","","","","","","","","","",""
"way/491837496","","yes","","","","","","","","","","",""
"way/491837497","","yes","","","","","","","","","","",""
"way/491837498","","yes","","","","","","","","","","",""
"way/491837520","","yes","","","","","","","","","","",""
"way/491839489","","yes","","","","","","","","","","",""
"way/491839490","","yes","","","","","","","","","","",""
"way/491839491","","yes","","","","","","","","","","",""
"way/492443782","","yes","","","","","","","","","","",""
"way/492443785","","yes","","","","","","","","","","",""
"way/492443786","","yes","","","","","","","","","","",""
"way/492443787","","yes","","","","","","","","","","",""
"way/492443788","","yes","","","","","","","","","","",""
"way/492443789","","yes","","","","","","","","","","",""
"way/492443790","","yes","","","","","","","","","","",""
"way/492443791","","yes","","","","","","","","","","",""
"way/492443792","","yes","","","","","","","","","","",""
"way/492443793","","yes","","","","","","","","","","",""
"way/492443794","","yes","","","","","","","","","","",""
"way/492443795","","yes","","","","","","shelter","","","","",""
"way/492443796","","yes","","","","","","","","","","",""
"way/492443797","","yes","","","","","","","","","","",""
"way/492443798","","yes","","","","","","","","","","",""
"way/492443799","","yes","","","","","","","","","","",""
"way/492443800","","yes","","","","","","","","","","",""
"way/492443801","","yes","","","","","","","","","","",""
"way/492443802","","yes","","","","","","","","","","",""
"way/492443803","","yes","","","","","","","","","","",""
"way/492443804","","yes","","","","","","","","","","",""
"way/492443805","","yes","","","","","","","","","","",""
"way/492443806","","yes","","","","","","","","","","",""
"way/492443807","","yes","","","","","","","","","","",""
"way/492443808","","yes","","","","","","","","","","",""
"way/492443809","","yes","","","","","","","","","","",""
"way/492443810","","yes","","","","","","","","","","",""
"way/492443811","","yes","","","","","","","","","","",""
"way/492443812","","yes","","","","","","","","","","",""
"way/492443813","","yes","","","","","","","","","","",""
"way/492443814","","yes","","","","","","","","","","",""
"way/492443815","","yes","","","","","","","","","","",""
"way/492443816","","yes","","","","","","","","","","",""
"way/492443817","","yes","","","","","","","","","","",""
"way/492443818","","yes","","","","","","","","","","",""
"way/492443823","","yes","","","","","","","","","","",""
"way/492443824","","yes","","","","","","","","","","",""
"way/492443825","","yes","","","","","","","","","","",""
"way/492443826","","yes","","","","","","","","","","",""
"way/492443827","","yes","","","","","","","","","","",""
"way/492443828","","yes","","","","","","","","","","",""
"way/492443831","","yes","","","","","","","","","","",""
"way/492443832","","yes","","","","","","","","","","",""
"way/492443833","","yes","","","","","","","","","","",""
"way/492443834","","yes","","","","","","","","","","",""
"way/492443835","","yes","","","","","","","","","","",""
"way/492443836","","yes","","","","","","","","","","",""
"way/492443837","","yes","","","","","","","","","","",""
"way/492443838","","yes","","","","","","","","","","",""
"way/492443839","","yes","","","","","","","","","","",""
"way/492443840","","yes","","","","","","","","","","",""
"way/492443841","","yes","","","","","","","","","","",""
"way/492443842","","yes","","","","","","","","","","",""
"way/492443843","","yes","","","","","","","","","","",""
"way/492443844","","yes","","","","","","","","","","",""
"way/492443845","","yes","","","","","","","","","","",""
"way/492443846","","yes","","","","","","","","","","",""
"way/492443847","","yes","","","","","","","","","","",""
"way/492443848","","yes","","","","","","","","","","",""
"way/492443849","","yes","","","","","","","","","","",""
"way/492443850","","yes","","","","","","","","","","",""
"way/492443851","","yes","","","","","","","","","","",""
"way/492443852","","yes","","","","","","","","","","",""
"way/492443853","","yes","","","","","","","","","","",""
"way/492443854","","yes","","","","","","","","","","",""
"way/492443855","","yes","","","","","","","","","","",""
"way/492443856","","yes","","","","","","","","","","",""
"way/492443857","","yes","","","","","","","","","","",""
"way/492443858","","yes","","","","","","","","","","",""
"way/492443859","","yes","","","","","","","","","","",""
"way/492443860","","yes","","","","","","","","","","",""
"way/492443861","","yes","","","","","","","","","","",""
"way/492443862","","yes","","","","","","","","","","",""
"way/492443863","","yes","","","","","","","","","","",""
"way/492455730","","yes","","","","","","","","","","",""
"way/492455731","","yes","","","","","","","","","","",""
"way/492455732","","yes","","","","","","","","","","",""
"way/492455733","","yes","","","","","","","","","","",""
"way/492455734","","yes","","","","","","","","","","",""
"way/492455735","","yes","","","","","","","","","","",""
"way/492455736","","yes","","","","","","","","","","",""
"way/492455737","","yes","","","","","","","","","","",""
"way/492455738","","yes","","","","","","","","","","",""
"way/492455739","","yes","","","","","","","","","","",""
"way/492455740","","yes","","","","","","","","","","",""
"way/492455741","","yes","","","","","","","","","","",""
"way/492455742","","yes","","","","","","","","","","",""
"way/492455743","","yes","","","","","","","","","","",""
"way/492455744","","yes","","","","","","","","","","",""
"way/492455745","","yes","","","","","","","","","","",""
"way/492455746","","yes","","","","","","","","","","",""
"way/492455747","","yes","","","","","","","","","","",""
"way/492455748","","yes","","","","","","","","","","",""
"way/492455749","","yes","","","","","","","","","","",""
"way/492455750","","yes","","","","","","","","","","",""
